Id_d,Creador_empresa_si_exite,Origen_FRIJOL_BARRA,REF,Revisar,Porcentaje_Cocoa,Empresa_localidad,Popularidad,Frijo_tipo,Haba_origen,Popularidad_Class
984,Love Bar,Nicaragua,1502,2015,0.75,U.S.A.,2,,Nicaragua,Decepcionante
985,Luker,Selva,552,2010,0.46,Colombia,2.75,,"Colombia, Ecuador",Decepcionante
986,Luker,Macondo,552,2010,0.6,Colombia,3,,"Colombia, Ecuador",Sastisfactorio
987,Luker,Misterio,552,2010,0.58,Colombia,3,,"Colombia, Ecuador",Sastisfactorio
988,Luker,Santander,552,2010,0.65,Colombia,3.5,,Colombia,Sastisfactorio
989,Machu Picchu Trading Co.,Peru,721,2011,0.7,Peru,1.5,,Peru,Desagradable
990,Machu Picchu Trading Co.,Peru,552,2010,0.55,Peru,2.25,,Peru,Decepcionante
991,Madecasse (Cinagra),Madagascar,284,2008,0.67,Madagascar,3.5,Trinitario,Madagascar,Sastisfactorio
992,Madecasse (Cinagra),Madagascar,284,2008,0.7,Madagascar,3.75,Trinitario,Madagascar,Sastisfactorio
993,Madecasse (Cinagra),Madagascar,284,2008,0.63,Madagascar,4,Trinitario,Madagascar,Premiun
994,Madecasse (Cinagra),Madagascar,288,2008,0.75,Madagascar,3.5,Trinitario,Madagascar,Sastisfactorio
995,Madre,Guadalcanal,1940,2017,0.73,U.S.A.,3.5,,Solomon Islands,Sastisfactorio
996,Madre,Puerto Rico,1085,2013,0.7,U.S.A.,2.75,,Puerto Rico,Decepcionante
997,Madre,Brazil,1085,2013,0.7,U.S.A.,3.5,,Brazil,Sastisfactorio
998,Madre,"Choobua, Kona",1089,2013,0.7,U.S.A.,2.75,,Hawaii,Decepcionante
999,Madre,"Xocunusco, Chiapas, Pichucalco",1089,2013,0.7,U.S.A.,2.75,,Mexico,Decepcionante
1000,Madre,"Hamakua Coast, Kokoleka",991,2012,0.7,U.S.A.,3.25,,Hawaii,Sastisfactorio
1001,Madre,"Criollo, Hawaii",995,2012,0.7,U.S.A.,3.25,Criollo,Hawaii,Sastisfactorio
1002,Madre,Kaua'i,995,2012,0.7,U.S.A.,3.5,,Hawaii,Sastisfactorio
1003,Madre,Dominican,672,2011,0.7,U.S.A.,2.5,,Dominican Republic,Decepcionante
1004,Madre,Upala,693,2011,0.7,U.S.A.,2.75,,Costa Rica,Decepcionante
1005,Madre,"Chiapas, Triple Cacao",607,2010,0.72,U.S.A.,2.75,,Mexico,Decepcionante
1006,Maglio,Africa,300,2008,0.75,Italy,2,,Tanzania,Decepcionante
1007,Maglio,Ecuador,308,2008,0.7,Italy,3,Forastero_Nacional,Ecuador,Sastisfactorio
1008,Maglio,Cuba,308,2008,0.7,Italy,3.25,Criollo,Cuba,Sastisfactorio
1009,Maglio,Santo Domingo,308,2008,0.7,Italy,3.75,Blend_Forastero_Criollo,Dominican Republic,Sastisfactorio
1010,Majani,Ecuador,531,2010,0.7,Italy,2,,Ecuador,Decepcionante
1011,Malagasy (Chocolaterie Robert),Sambirano 2006,184,2007,0.75,Madagascar,2.75,Trinitario,Madagascar,Decepcionante
1012,Malagasy (Chocolaterie Robert),Mora Mora 2006,184,2007,0.73,Madagascar,3.5,Trinitario,Madagascar,Sastisfactorio
1013,Malagos,"Davao, Mt. Talamo foothills",1121,2013,0.65,Philippines,3.5,Trinitario,Philippines,Sastisfactorio
1014,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",502,2010,0.55,U.S.A.,3.5,,Hawaii,Sastisfactorio
1015,Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",311,2009,0.55,U.S.A.,2.75,Blend,Hawaii,Decepcionante
1016,Malmo,Chuao,1856,2016,0.7,Sweden,3,,Venezuela,Sastisfactorio
1017,Mana,Ecuador,1446,2015,0.74,U.S.A.,2.5,,Ecuador,Decepcionante
1018,Mana,Peru,1219,2014,0.74,U.S.A.,2.5,,Peru,Decepcionante
1019,Mana,Venezuela,1219,2014,0.74,U.S.A.,2.75,,Venezuela,Decepcionante
1020,Mana,Conacado,821,2012,0.74,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
1021,Manifesto Cacao,Colombia,1331,2014,0.7,Colombia,2.75,,Colombia,Decepcionante
1022,Manoa,Markham Valley,1522,2015,0.72,U.S.A.,3.5,,Papua New Guinea,Sastisfactorio
1023,Manoa,Coto Brus,1522,2015,0.72,U.S.A.,3.75,,Costa Rica,Sastisfactorio
1024,Manoa,"Waiahole, O'ahu",1089,2013,0.72,U.S.A.,3.75,,Hawaii,Sastisfactorio
1025,Manoa,"Liberia, #174",1003,2012,0.72,U.S.A.,3.25,,Liberia,Sastisfactorio
1026,Manoa,"Hamakua, Hawaiian Crown, #176",1007,2012,0.72,U.S.A.,2.75,,Hawaii,Decepcionante
1027,Manoa,Piura,1007,2012,0.72,U.S.A.,3,,Peru,Sastisfactorio
1028,Manoa,"Oahu, Winward, #151, Maunawili district",1007,2012,0.72,U.S.A.,3.25,,Hawaii,Sastisfactorio
1029,Manufaktura Czekolady,Johe,1844,2016,0.7,Poland,3.75,,Nicaragua,Sastisfactorio
1030,Manufaktura Czekolady,Peru,1848,2016,0.7,Poland,3.5,,Peru,Sastisfactorio
1031,Manufaktura Czekolady,Porcelana,1255,2014,0.7,Poland,3.75,Criollo,Venezuela,Sastisfactorio
1032,Manufaktura Czekolady,Kolumbia,1279,2014,0.85,Poland,3.5,,Colombia,Sastisfactorio
1033,Manufaktura Czekolady,Grand Cru Dominican Republic,871,2012,0.7,Poland,3.25,,Dominican Republic,Sastisfactorio
1034,Manufaktura Czekolady,Grand Cru Ghana,871,2012,0.7,Poland,3.5,Forastero,Ghana,Sastisfactorio
1035,Manufaktura Czekolady,Grand Cru Ecuador,875,2012,0.7,Poland,3.25,,Ecuador,Sastisfactorio
1036,Map Chocolate,"Ben Tre, Surprise Valley",1896,2016,0.75,U.S.A.,3.25,Trinitario,Vietnam,Sastisfactorio
1037,Map Chocolate,"ROIG, 2014",1474,2015,0.7,U.S.A.,3.5,Criollo_Trinitario,Dominican Republic,Sastisfactorio
1038,Map Chocolate,"Maranon, 2014",1474,2015,0.62,U.S.A.,3.5,Forastero_Nacional,Peru,Sastisfactorio
1039,Map Chocolate,Ecuador,1478,2015,0.7,U.S.A.,3.5,Trinitario,Ecuador,Sastisfactorio
1040,Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",1606,2015,0.7,U.S.A.,2.75,Trinitario,Trinidad,Decepcionante
1041,Map Chocolate,"A case of the Xerces Blues, triple roast",1606,2015,0.7,U.S.A.,3.5,,Nicaragua,Sastisfactorio
1042,Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",1606,2015,0.68,U.S.A.,3.5,Criollo,Peru,Sastisfactorio
1043,Map Chocolate,Colombia,1610,2015,0.75,U.S.A.,2.75,,Colombia,Decepcionante
1044,Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",1610,2015,0.72,U.S.A.,3,,Tanzania,Sastisfactorio
1045,Map Chocolate,Le Chocolat Chaud,1634,2015,0.78,U.S.A.,3.5,,Honduras,Sastisfactorio
1046,Marana,Piura,1872,2016,0.7,Peru,3,,Peru,Sastisfactorio
1047,Marana,Cusco,1884,2016,0.7,Peru,2.75,,Peru,Decepcionante
1048,Marana,San Martin,1884,2016,0.7,Peru,3,,Peru,Sastisfactorio
1049,Marigold's Finest,Cacao Nib Crunch,1808,2016,0.75,Canada,3.25,,,Sastisfactorio
1050,Marou,"Tan Phu Dong Island, Heart of Darkness",1650,2015,0.85,Vietnam,3.25,Trinitario,Vietnam,Sastisfactorio
1051,Marou,Ben Tre,1650,2015,0.68,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1052,Marou,"Dak Lak, Batch 2451",1650,2015,0.7,Vietnam,3.75,Trinitario,Vietnam,Sastisfactorio
1053,Marou,"Tan Phu Dong, Treasure Island",1149,2013,0.75,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1054,Marou,Ba Ria,845,2012,0.76,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1055,Marou,Dong Nai,845,2012,0.72,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1056,Marou,"Tien Giang, Gao Co-op",845,2012,0.7,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1057,Marou,Ben Tre,849,2012,0.78,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1058,Marou,Tien Giang,895,2012,0.8,Vietnam,3,Trinitario,Vietnam,Sastisfactorio
1059,Marou,Lam Dong,955,2012,0.74,Vietnam,3.5,Trinitario,Vietnam,Sastisfactorio
1060,Mars,"Matina 1-6, prototype",537,2010,0.65,U.S.A.,3,,Costa Rica,Sastisfactorio
1061,Mars,Ivory Coast,544,2010,0.65,U.S.A.,3,,Ivory Coast,Sastisfactorio
1062,Mars,Nigeria,544,2010,0.65,U.S.A.,3.25,,Nigeria,Sastisfactorio
1063,Mars,"Ghana, prototype",544,2010,0.65,U.S.A.,3.5,Forastero,Ghana,Sastisfactorio
1064,Marsatta,Dominican Republic,1189,2013,0.74,U.S.A.,2.25,,Dominican Republic,Decepcionante
1065,Marsatta,Dominican Republic,1189,2013,0.89,U.S.A.,2.5,,Dominican Republic,Decepcionante
1066,Martin Mayer,Alto Beni,1836,2016,0.76,Austria,2.75,,Bolivia,Decepcionante
1067,Martin Mayer,Pisa,1836,2016,0.82,Austria,3,,Haiti,Sastisfactorio
1068,Martin Mayer,Tumaco,1836,2016,0.74,Austria,3.25,,Colombia,Sastisfactorio
1069,Mast Brothers,Guatemala,1450,2015,0.76,U.S.A.,3,,Guatemala,Sastisfactorio
1070,Mast Brothers,Tanzania,1450,2015,0.74,U.S.A.,3.25,,Tanzania,Sastisfactorio
1071,Mast Brothers,French Laundry 20th Anniversary,1359,2014,0.75,U.S.A.,3.75,Blend,"Peru, Belize",Sastisfactorio
1072,Mast Brothers,Shake Shack,959,2012,0.73,U.S.A.,3.5,Blend,"Peru, Mad., Dom. Rep.",Sastisfactorio
1073,Mast Brothers,Madagascar,999,2012,0.72,U.S.A.,2.5,Trinitario,,Decepcionante
1074,Mast Brothers,Chuao,999,2012,0.73,U.S.A.,2.75,Trinitario,Venezuela,Decepcionante
1075,Mast Brothers,Brooklyn Blend,672,2011,0.72,U.S.A.,3.5,,,Sastisfactorio
1076,Mast Brothers,"Chuao, Med. Roast",701,2011,0.76,U.S.A.,3,Trinitario,Venezuela,Sastisfactorio
1077,Mast Brothers,"Chuao, Dark Roast",709,2011,0.7,U.S.A.,3,Trinitario,Venezuela,Sastisfactorio
1078,Mast Brothers,"Chuao, Light Roast",713,2011,0.81,U.S.A.,2.75,Trinitario,Venezuela,Decepcionante
1079,Mast Brothers,Moho River,773,2011,0.7,U.S.A.,3.5,Trinitario,Belize,Sastisfactorio
1080,Mast Brothers,Papua New Guinea,777,2011,0.71,U.S.A.,2.75,,Papua New Guinea,Decepcionante
1081,Mast Brothers,San Martin,777,2011,0.75,U.S.A.,3,,Peru,Sastisfactorio
1082,Mast Brothers,Conacado,777,2011,0.73,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
1083,Mast Brothers,"La Red de Guanconejo, N. Highlands coop",777,2011,0.74,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
1084,Mast Brothers,Patanemo,572,2010,0.81,U.S.A.,2.75,Criollo,Venezuela,Decepcionante
1085,Mast Brothers,Ocumare de la Costa,572,2010,0.75,U.S.A.,3,,Venezuela,Sastisfactorio
1086,Mast Brothers,"Dominican Republic, Coop",572,2010,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
1087,Matale,"Malekula P., 2013",1177,2013,0.72,Australia,3.5,Trinitario,Vanuatu,Sastisfactorio
1088,Matale,"Somia, 2013",1177,2013,0.68,Australia,4,Trinitario,Madagascar,Premiun
1089,Matale,"Kulili P., 2013",1177,2013,0.74,Australia,4,Trinitario,Papua New Guinea,Premiun
1090,Matale,Blend,1181,2013,0.7,Australia,3.75,Trinitario,"PNG, Vanuatu, Mad",Sastisfactorio
1091,Maverick,Maya Mountain,1367,2014,0.7,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
1092,Maverick,Elvesia,1367,2014,0.7,U.S.A.,3.25,,Dominican Republic,Sastisfactorio
1093,Maverick,Tumbes,1430,2014,0.82,U.S.A.,3.25,Criollo,Peru,Sastisfactorio
1094,Maverick,"Morropon, Norandiono Coop, Piura",1430,2014,0.63,U.S.A.,3.5,Criollo,Peru,Sastisfactorio
1095,Mayacama,Hispaniola,1728,2016,0.72,U.S.A.,3,,Domincan Republic,Sastisfactorio
1096,Meadowlands,Bolivia,1287,2014,0.7,U.S.A.,2.5,,Bolivia,Decepcionante
1097,Meadowlands,Venezuela,1287,2014,0.7,U.S.A.,2.75,,Venezuela,Decepcionante
1098,Meadowlands,Belize,1287,2014,0.7,U.S.A.,3,Trinitario,Belize,Sastisfactorio
1099,Meadowlands,"Nicaragua, w/ inbs",1291,2014,0.7,U.S.A.,3,,Nicaragua,Sastisfactorio
1100,Meadowlands,Dominican Republic,1291,2014,0.7,U.S.A.,3.5,,Dominican Republic,Sastisfactorio
1101,Menakao (aka Cinagra),Madagascar,837,2012,0.8,Madagascar,2.5,Trinitario,Madagascar,Decepcionante
1102,Menakao (aka Cinagra),Madagascar,841,2012,0.72,Madagascar,2.5,Trinitario,Madagascar,Decepcionante
1103,Mesocacao,El Salvador,1494,2015,0.8,Honduras,2.75,,El Salvador,Decepcionante
1104,Mesocacao,El Salvador,1494,2015,0.7,Honduras,3,,El Salvador,Sastisfactorio
1105,Mesocacao,Honduras,1347,2014,0.8,Honduras,3.25,,Honduras,Sastisfactorio
1106,Mesocacao,Honduras,1347,2014,0.7,Honduras,3.5,,Honduras,Sastisfactorio
1107,Mesocacao,"La Tronca, Matagalpa",1351,2014,0.7,Honduras,3.25,,Nicaragua,Sastisfactorio
1108,Mesocacao,"La Tronca, Matagalpa",1351,2014,0.8,Honduras,3.5,,Nicaragua,Sastisfactorio
1109,Metiisto,"Fazenda Sempre Firme P., Bahia",1267,2014,0.7,Sweden,3,,Brazil,Sastisfactorio
1110,Metiisto,Akesson Estate,1267,2014,0.72,Sweden,3.5,Trinitario,Madagascar,Sastisfactorio
1111,Metropolitan,South America,1688,2015,0.7,Amsterdam,3.5,Trinitario,South America,Sastisfactorio
1112,Michel Cluizel,"Chiapas, Mokaya P.",963,2012,0.66,France,3.75,,Mexico,Sastisfactorio
1113,Michel Cluizel,"Carenero Superior, Concepcion",117,2007,0.66,France,3.5,Trinitario,Venezuela,Sastisfactorio
1114,Michel Cluizel,Vila Gracinda,135,2007,0.67,France,3.5,Forastero,Sao Tome,Sastisfactorio
1115,Michel Cluizel,Carre Amer,24,2006,0.6,France,2,,,Decepcionante
1116,Michel Cluizel,Carre Grand Noir,24,2006,0.85,France,2,,,Decepcionante
1117,Michel Cluizel,Tamarina,24,2006,0.7,France,3,Forastero,Sao Tome,Sastisfactorio
1118,Michel Cluizel,Los Ancones P.,24,2006,0.67,France,4,,Dominican Republic,Premiun
1119,Michel Cluizel,Mangaro P.,24,2006,0.65,France,4,Trinitario,Madagascar,Premiun
1120,Michel Cluizel,Maralumi P.,24,2006,0.64,France,4,,Papua New Guinea,Premiun
1121,Michel Cluizel,Noir Infini,81,2006,0.99,France,2,,,Decepcionante
1122,Middlebury,Maya Mountain,1490,2015,0.8,U.S.A.,3.5,Trinitario,Belize,Sastisfactorio
1123,Middlebury,San Juan Estate,1490,2015,0.7,U.S.A.,3.5,Trinitario,Trinidad,Sastisfactorio
1124,Middlebury,Oko Caribe,1490,2015,0.75,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
1125,Middlebury,"Patanemo, Epoch, Donaldo",1490,2015,0.75,U.S.A.,3.75,,Venezuela,Sastisfactorio
1126,Middlebury,Kokoa Kamili,1538,2015,0.75,U.S.A.,3.25,,Tanzania,Sastisfactorio
1127,Middlebury,"Matagalpa, Cacao Bisiesto",1538,2015,0.7,U.S.A.,3.5,,Nicaragua,Sastisfactorio
1128,Middlebury,La Red,1117,2013,0.75,U.S.A.,2.5,,Dominican Republic,Decepcionante
1129,Middlebury,Belize,1117,2013,0.8,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
1130,Middlebury,Houseblend,887,2012,0.65,U.S.A.,1.5,,,Desagradable
1131,Middlebury,Alto Beni,887,2012,0.75,U.S.A.,2,Criollo,Bolivia,Decepcionante
1132,Middlebury,"Balinese, Java",887,2012,0.7,U.S.A.,2.5,Criollo,Indonesia,Decepcionante
1133,Millcreek Cacao Roasters,Ecuador,1073,2013,0.7,U.S.A.,2.5,Forastero_Nacional,Ecuador,Decepcionante
1134,Millcreek Cacao Roasters,Ecuador,825,2012,0.7,U.S.A.,3.5,,Ecuador,Sastisfactorio
1135,Mindo,Ecuador,607,2010,0.67,U.S.A.,2.75,,Ecuador,Decepcionante
1136,Mindo,Ecuador,607,2010,0.77,U.S.A.,2.75,,Ecuador,Decepcionante
1137,Minimal,"Acul-du-Nord, 2015",1920,2016,0.7,Japan,3.5,Criollo_Trinitario,Haiti,Sastisfactorio
1138,Mission,"Fazenda Camboa, Bahia",1880,2016,0.75,Brazil,3.75,,Brazil,Sastisfactorio
1139,Mission,"Bahia, Fazenda Venturosa",1626,2015,0.7,Brazil,3.5,Forastero_Parazinho,Brazil,Sastisfactorio
1140,Mita,Tumaco,955,2012,0.65,Colombia,2.5,,Colombia,Decepcionante
1141,Moho,"Toledo District, w/ nibs",1026,2013,0.73,U.S.A.,3.25,Trinitario,Belize,Sastisfactorio
1142,Moho,Toledo District,1030,2013,0.72,U.S.A.,3,Trinitario,Belize,Sastisfactorio
1143,Moho,"Umoho R., Toledo District, San Felipe",607,2010,0.67,U.S.A.,2.75,Trinitario,Belize,Decepcionante
1144,Molucca,La Red,1614,2015,0.7,U.S.A.,3,,Domincan Republic,Sastisfactorio
1145,Molucca,Indonesia,1618,2015,0.7,U.S.A.,2.75,,Indonesia,Decepcionante
1146,Molucca,Peru,1618,2015,0.7,U.S.A.,3.25,,Peru,Sastisfactorio
1147,Momotombo,Matagalpa,661,2011,0.7,Nicaragua,2.75,,Nicaragua,Decepcionante
1148,Momotombo,Mombacho,661,2011,0.7,Nicaragua,2.75,,Nicaragua,Decepcionante
1149,Momotombo,Oscuro,772,2011,0.7,Nicaragua,3.25,,Nicaragua,Sastisfactorio
1150,Monarque,Oko Caribe,1812,2016,0.72,Canada,3.5,,Dominican Republic,Sastisfactorio
1151,Monsieur Truffe,Papaua New Guinea,1391,2014,0.7,Australia,3.25,,Papua New Guinea,Sastisfactorio
1152,Montecristi,Manabi,1654,2015,0.7,Ecuador,3.25,,Ecuador,Sastisfactorio
1153,Montecristi,Manabi,1654,2015,0.63,Ecuador,3.5,,Ecuador,Sastisfactorio
1154,Montecristi,Manabi,1658,2015,0.85,Ecuador,3.5,,Ecuador,Sastisfactorio
1155,Muchomas (Mesocacao),Nicaragua,1462,2015,0.7,U.S.A.,3.5,,Nicaragua,Sastisfactorio
1156,Muchomas (Mesocacao),Nicaragua,1462,2015,0.8,U.S.A.,3.5,,Nicaragua,Sastisfactorio
1157,Mutari,"Kokoa Kamili, batch 1 SRB",1896,2016,0.68,U.S.A.,2.75,,Tanzania,Decepcionante
1158,Mutari,"Oko Caribe, batch 1 SRB",1896,2016,0.71,U.S.A.,2.75,,Domincan Republic,Decepcionante
1159,Mutari,"Ambanja, batch 1 SRB",1900,2016,0.68,U.S.A.,2.75,,Madagascar,Decepcionante
1160,Mutari,"Tien Giang, batch 1 SRB",1900,2016,0.8,U.S.A.,3,Trinitario,Vietnam,Sastisfactorio
1161,Nahua,"Costa Rica, Oscuro",1049,2013,0.58,Costa Rica,2.5,,Costa Rica,Decepcionante
1162,Nahua,"Costa Rica, Oscuro",1049,2013,0.7,Costa Rica,3,,Costa Rica,Sastisfactorio
1163,Naive,Trinidad & Tobago,1046,2013,0.7,Lithuania,3.75,,"Trinidad, Tobago",Sastisfactorio
1164,Naive,"Maranon Canyon, Fortunato No. 4",1133,2013,0.78,Lithuania,3.75,Forastero_Nacional,Peru,Sastisfactorio
1165,Naive,Grenada,867,2012,0.71,Lithuania,2.5,Trinitario,Grenada,Decepcionante
1166,Naï¿½ï¿,Nicaragua,1379,2014,0.7,Lithuania,3.25,Criollo,Nicaragua,Sastisfactorio
1167,Naï¿½ï¿,Chuao,1399,2014,0.75,Lithuania,2.75,Trinitario,Venezuela,Decepcionante
1168,Naï¿½ï¿,Barinas,1399,2014,0.7,Lithuania,3,,Venezuela,Sastisfactorio
1169,Nanea,Criollo Blend,1007,2013,0.85,U.S.A.,3.5,,Hawaii,Sastisfactorio
1170,Nathan Miller,Peru,1403,2014,0.72,U.S.A.,2.25,,Peru,Decepcionante
1171,Nathan Miller,Hispaniola,1403,2014,0.7,U.S.A.,2.5,,Dominican Republic,Decepcionante
1172,Nathan Miller,Madagascar,1403,2014,0.735,U.S.A.,2.5,Trinitario,Madagascar,Decepcionante
1173,Nathan Miller,Ghana,1403,2014,0.7,U.S.A.,3.5,Forastero,Ghana,Sastisfactorio
1174,Neuhaus (Callebaut),Papua New Guinea,531,2010,0.7,Belgium,2.5,Criollo,Papua New Guinea,Decepcionante
1175,Neuhaus (Callebaut),Manickchand Estate,230,2008,0.67,Belgium,3.75,Trinitario,Trinidad,Sastisfactorio
1176,Neuhaus (Callebaut),Dark,135,2007,0.73,Belgium,1,,,Desagradable
1177,Neuhaus (Callebaut),West Africa,15,2006,0.73,Belgium,2,Forastero,West Africa,Decepcionante
1178,Neuhaus (Callebaut),Sao Tome,15,2006,0.75,Belgium,2.75,Forastero,Sao Tome,Decepcionante
1179,Neuhaus (Callebaut),Ocumare,24,2006,0.71,Belgium,3,Criollo,Venezuela,Sastisfactorio
1180,Nibble,Patanemo,1526,2015,0.72,U.S.A.,2.25,Criollo,Venezuela,Decepcionante
1181,Nibble,Elvesia P.,1526,2015,0.72,U.S.A.,2.75,Trinitario,Dominican Republic,Decepcionante
1182,Nibble,"Ambanja, Sambirano Valley",1526,2015,0.72,U.S.A.,3,Trinitario,Madagascar,Sastisfactorio
1183,Nibble,Tumbes,1526,2015,0.72,U.S.A.,3,Criollo,Peru,Sastisfactorio
1184,Night Owl,Peru,1022,2013,0.75,U.S.A.,2.75,,Peru,Decepcionante
1185,Night Owl,Ecuador,1022,2013,0.75,U.S.A.,3.5,,Ecuador,Sastisfactorio
1186,Noble Bean aka Jerjobo,Ghana,1295,2014,0.75,U.S.A.,3,Forastero,Ghana,Sastisfactorio
1187,Noble Bean aka Jerjobo,Moho Valley,1299,2014,0.75,U.S.A.,3,Trinitario,Belize,Sastisfactorio
1188,Noble Bean aka Jerjobo,Maranon Canyon,1299,2014,0.75,U.S.A.,3.25,Forastero_Nacional,Peru,Sastisfactorio
1189,Noir d' Ebine,Venezuela,837,2012,0.7,U.S.A.,3,,Venezuela,Sastisfactorio
1190,Noir d' Ebine,Ecuador,841,2012,0.7,U.S.A.,3,,Ecuador,Sastisfactorio
1191,Nova Monda,"La Patriota, cacao Indio, purple label",931,2012,0.7,Nicaragua,3,,Nicaragua,Sastisfactorio
1192,Nova Monda,"La Dalia, Matagalpa,cacao Bisesto,green label",935,2012,0.75,Niacragua,2.75,,Nicaragua,Decepcionante
1193,Nova Monda,"Punta Galera, cacao Nacional, gold label",935,2012,0.8,Nicaragua,3.25,Forastero_Nacional,Ecuador,Sastisfactorio
1194,Nuance,"Ghana, 2013",1454,2015,0.7,U.S.A.,3.75,Forastero,Ghana,Sastisfactorio
1195,Nuance,"Ecuador, 2013",1458,2015,0.7,U.S.A.,2.75,Trinitario,Ecuador,Decepcionante
1196,Nuance,"Canoabo, 2013",1458,2015,0.7,U.S.A.,3,Criollo,Venezuela,Sastisfactorio
1197,Nuance,"Sambirano Valley, 2012",1458,2015,0.7,U.S.A.,3.5,Trinitario,Madagascar,Sastisfactorio
1198,Nuance,La Red,1470,2015,0.7,U.S.A.,3.75,,Dominican Republic,Sastisfactorio
1199,Nugali,Fazenda Leolinda,1876,2016,0.7,Brazil,3.5,Trinitario_Scavina,Brazil,Sastisfactorio
1200,Oakland Chocolate Co.,Jamaica,478,2010,0.7,U.S.A.,2.5,Trinitario,Jamaica,Decepcionante
1201,Obolo,Pangoa,1638,2015,0.7,Chile,3.75,Criollo,Peru,Sastisfactorio
1202,Obolo,"Pangoa, w/ nibs",1638,2015,0.7,Chile,3.75,Criollo,Peru,Sastisfactorio
1203,Ocelot,Virunga,1558,2015,0.7,Scotland,3.75,Forastero,Congo,Sastisfactorio
1204,Ocelot,Piura,1558,2015,0.75,Scotland,4,Criollo,Peru,Premiun
1205,Ocho,Sang Yum Coop,1760,2016,1,New Zealand,2.75,,Samoa,Decepcionante
1206,Ocho,Sang Yum Coop,1760,2016,0.7,New Zealand,3.5,,Samoa,Sastisfactorio
1207,Ocho,"PNG, Devotion",1411,2014,0.66,New Zealand,2.75,,Papua New Guinea,Decepcionante
1208,Ocho,"PNG, Revolution",1411,2014,0.7,New Zealand,3,,Papua New Guinea,Sastisfactorio
1209,Ocho,"PNG, Voodoo",1411,2014,0.88,New Zealand,3.25,,Papua New Guinea,Sastisfactorio
1210,Ocho,"PNG, Nib Bar",1411,2014,0.74,New Zealand,3.5,,Papua New Guinea,Sastisfactorio
1211,Ohiyo,"San Juan Estate, Gran Couva",1594,2015,0.7,U.S.A.,2.75,Trinitario,Trinidad,Decepcionante
1212,Ohiyo,Tanzania,1598,2015,0.7,U.S.A.,3,,Tanzania,Sastisfactorio
1213,Oialla by Bojessen (Malmo),"Sylvestre, Oialla",761,2011,0.7,Germany,3.5,Criollo,Bolivia,Sastisfactorio
1214,Olive and Sinclair,Dominican Republic prototype,486,2010,0.72,U.S.A.,3,,Dominican Republic,Sastisfactorio
1215,Olive and Sinclair,Ghana prototype,486,2010,0.72,U.S.A.,3,Forastero,Ghana,Sastisfactorio
1216,Olive and Sinclair,Dark 67,457,2009,0.67,U.S.A.,2.75,,"Ghana, Domin. Rep",Decepcionante
1217,Olive and Sinclair,Dark 75,457,2009,0.75,U.S.A.,3,,"Ghana, Domin. Rep",Sastisfactorio
1218,Olivia,Carribean-Raw,688,2011,0.76,Canada,2,,Carribean,Decepcionante
1219,Olivia,Carribean,688,2011,0.76,Canada,2.75,,Carribean,Decepcionante
1220,Olivia,Carribean,688,2011,0.85,Canada,2.75,,Carribean,Decepcionante
1221,Olivia,Carribean-Raw,688,2011,0.85,Canada,3,,Carribean,Sastisfactorio
1222,Omanhene,Ghana,693,2011,0.8,Ghana,2.75,Forastero,Ghana,Decepcionante
1223,Omnom,"Kakao Kamili, Kilombero Valley",1816,2016,0.7,Iceland,3.75,Trinitario,Tanzania,Sastisfactorio
1224,Omnom,Papua New Guinea,1247,2014,0.7,Iceland,3,,Papua New Guinea,Sastisfactorio
1225,Omnom,Madagascar,1247,2014,0.66,Iceland,3.5,Trinitario,Madagascar,Sastisfactorio
1226,organicfair,Maya Mountain,1161,2013,0.74,Canada,2.75,Trinitario,Belize,Decepcionante
1227,organicfair,La Red,1165,2013,0.72,Canada,2.75,,Dominican Republic,Decepcionante
1228,organicfair,Nicaraqua,1165,2013,0.72,Canada,2.75,Trinitario,Nicaragua,Decepcionante
1229,organicfair,Caribe,1165,2013,0.72,Canada,3,,Dominican Republic,Sastisfactorio
1230,organicfair,Mindo,1165,2013,0.72,Canada,3,Trinitario,Ecuador,Sastisfactorio
1231,Original Beans (Felchlin),Papua Kerafat,1438,2014,0.68,Switzerland,2.75,,Papua New Guinea,Decepcionante
1232,Original Beans (Felchlin),"Grand Cru Blend No.1, 5 yr. Anniversary Ed",1442,2014,0.8,Switzerland,3.25,Blend,,Sastisfactorio
